 ,0.1377232147264947
e,0.0926455071381978
i,0.0917713749349173
a,0.08588941306103588
o,0.0708948862607876
n,0.058231159258593714
t,0.05421462710165276
l,0.05192003006804145
r,0.05087475752375724
s,0.0420682705149547
c,0.034913287796837986
d,0.028967477411120567
u,0.025382087267092807
p,0.023096047250531687
m,0.021261554441388053
,,0.01442647251453212

,0.013946621327640941
g,0.012560384565510877
v,0.012372788422487577
f,0.009104666141397466
z,0.00794551944713771
.,0.006944348452265997
b,0.006687637940760429
h,0.006326926760491068
’,0.004853145131616796
q,0.0038565817613105662
1,0.002821840930318894
(,0.00242887637809114
),0.0024269016818487896
«,0.0020398612183480875
»,0.0020385447541865207
9,0.0019891773481277575
à,0.001883201983121613
è,0.0017357579970261074
:,0.0013408187485560033
ú,0.0011815265850063947
8,0.0010472472405265592
–,0.0009044108789965383
ò,0.0008458282238068063
;,0.0008109419235252804
2,0.0007490681079316307
-,0.0007477516437700637
0,0.0007056247905999193
6,0.0006358521900368675
4,0.0006128140672094449
5,0.0006114976030478778
7,0.0005759530706855684
3,0.0005509402516157952
é,0.0004627371527908053
,0.00041468621089360926
í,0.0003495212348960421
x,0.00015073514649942307
k,0.00013822873696453644
j,0.00011255768581397966
[,0.00010992475749084564
],0.00010992475749084564
?,0.00010005127627909304
y,9.083602714812394e-05
w,7.503845720931977e-05
!,6.253204767443314e-05
|,5.989911935129912e-05
…,3.4228068200742354e-05
“,2.8303979473690793e-05
”,2.8303979473690793e-05
î,1.5797569938804164e-05
/,1.1848177454103123e-05
č,1.0531713292536108e-05
á,8.557017050185589e-06
ö,8.557017050185589e-06
ü,8.557017050185589e-06
°,6.582320807835068e-06
ë,5.9240887270515615e-06
´,5.265856646268054e-06
ó,5.265856646268054e-06
ê,4.6076245654845475e-06
ž,2.632928323134027e-06
â,2.632928323134027e-06
+,1.9746962423505205e-06
=,1.9746962423505205e-06
š,1.9746962423505205e-06
ė,1.9746962423505205e-06
œ,1.3164641615670135e-06
ï,1.3164641615670135e-06
û,1.3164641615670135e-06
ä,6.582320807835068e-07
