 ,0.1444576013054635
e,0.11716894640046267
s,0.06633140334487161
i,0.06121915828271728
n,0.058417409461392185
t,0.05759486901350992
a,0.05756647291059108
r,0.052710739311470224
l,0.04535236250843601
u,0.04480715733239437
o,0.04092162391633372
d,0.032186982658499945
c,0.02606572940596299
m,0.022991377996617077
p,0.0217277514167289
é,0.01996340688870526

,0.018892873808665167
,,0.011687835961392659
v,0.011672691373169279
’,0.010020038183293058
q,0.009754061352619966
h,0.008427963346310352
g,0.008164826125929144
f,0.007334713383935189
.,0.0069002530092770065
b,0.0059281597526888745
è,0.0035561386222021556
x,0.003468110703153766
à,0.003312878673864132
y,0.002604869174421169
j,0.002357823079027301
ê,0.0015466410723125692
-,0.0012645731166521373
[,0.0008092889331868094
],0.0008092889331868094
:,0.0007894116611436246
«,0.000770480925864401
»,0.0007676413155725174
,0.0007506036538212162
1,0.0007364056023617986
k,0.0007203144773744584
z,0.0005688685951406695
–,0.0005366863451659894
ç,0.0005310071245822224
2,0.00044297920553383255
â,0.00042215539672668656
w,0.00038713353646012286
0,0.000361577043833171
î,0.00035779089677732625
3,0.00029531947035588835
5,0.00029153332330004365
ô,0.00028964024977212125
4,0.0002669233674370529
6,0.00025083224244971285
ù,0.0002451530218659458
7,0.000235687654226334
9,0.00021770345571107155
ï,0.0001902538895561973
8,0.00018930735279223612
;,0.0001855212057363914
(,0.00018362813220846905
),0.00018362813220846905
?,0.00017321622780489606
û,0.00014576666165002183
…,0.00012588938960683701
•,7.761601464481681e-05
!,6.436449994936028e-05
/,5.86852793655932e-05
ö,3.6914933794486044e-05
ë,3.123571321071896e-05
ü,2.0823808807145973e-05
*,1.3251514695456528e-05
ó,1.2304977931495348e-05
—,1.1358441167534167e-05
“,8.518830875650625e-06
”,8.518830875650625e-06
á,7.572294111689445e-06
©,6.625757347728264e-06
ñ,6.625757347728264e-06
=,3.7861470558447224e-06
%,2.839610291883542e-06
ν,2.839610291883542e-06
°,2.839610291883542e-06
·,2.839610291883542e-06
í,2.839610291883542e-06
τ,1.8930735279223612e-06
ο,1.8930735279223612e-06
ä,1.8930735279223612e-06
ε,9.465367639611806e-07
ι,9.465367639611806e-07
‘,9.465367639611806e-07
